Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,98.970001,99.099998,97.250000,97.750000,67.279297,5295200
2005-01-04,97.739998,98.419998,96.519997,96.699997,66.556610,5711000
2005-01-05,96.599998,97.830002,96.400002,96.500000,66.418953,5646700
2005-01-06,96.540001,96.980003,96.050003,96.199997,66.212471,4561700
2005-01-07,96.500000,96.800003,95.470001,95.779999,65.923409,6200700
2005-01-10,95.779999,96.089996,95.239998,95.680000,65.854568,4625100
2005-01-11,95.680000,95.790001,94.709999,95.000000,65.386528,4746400
2005-01-12,95.000000,95.279999,94.059998,95.209999,65.531090,5828600
2005-01-13,95.389999,96.199997,93.699997,94.449997,65.007980,5339400
2005-01-14,94.010002,94.250000,93.550003,94.099998,64.767075,5520800
2005-01-18,93.650002,95.339996,93.620003,94.900002,65.317711,8492100
2005-01-19,94.949997,95.150002,92.930000,93.099998,64.078819,7352700
2005-01-20,92.610001,93.839996,92.599998,93.000000,64.009979,5708600
2005-01-21,93.000000,93.300003,92.230003,92.379997,63.583221,7002600
2005-01-24,92.699997,92.849998,91.760002,91.790001,63.177174,6537300
2005-01-25,91.980003,92.589996,91.949997,92.190002,63.452492,5070700
2005-01-26,92.300003,92.870003,91.940002,91.949997,63.287296,5352000
2005-01-27,91.500000,92.220001,91.440002,91.980003,63.307938,4746900
2005-01-28,92.680000,93.589996,92.480003,92.889999,63.934254,5960600
2005-01-31,93.650002,93.949997,93.050003,93.419998,64.299057,4759900
2005-02-01,93.669998,94.000000,93.370003,93.860001,64.601898,3637400
2005-02-02,93.779999,94.349998,93.629997,94.300003,64.904755,3597400
2005-02-03,93.870003,93.940002,93.059998,93.540001,64.381615,3928700
2005-02-04,93.010002,94.739998,93.000000,94.510002,65.049286,3807600
2005-02-07,94.349998,94.900002,94.330002,94.529999,65.063042,2837800
2005-02-08,94.209999,94.639999,94.129997,94.129997,64.911331,3541100
2005-02-09,94.139999,94.830002,92.540001,92.699997,63.925220,5657100
2005-02-10,92.949997,93.099998,92.300003,92.760002,63.966595,4838400
2005-02-11,92.699997,93.970001,92.500000,93.300003,64.338959,4229300
2005-02-14,93.160004,94.019997,93.160004,93.570000,64.525162,2868800
2005-02-15,93.500000,94.669998,93.480003,94.330002,65.049232,4148000
2005-02-16,94.230003,94.970001,94.199997,94.620003,65.249229,4466500
2005-02-17,94.500000,94.760002,93.739998,93.750000,64.649300,4254200
2005-02-18,93.750000,94.250000,92.900002,93.269997,64.318283,4265300
2005-02-22,92.669998,93.500000,92.230003,92.320000,63.663177,4825100
2005-02-23,92.290001,92.440002,91.550003,92.099998,63.511444,5622800
2005-02-24,91.980003,93.089996,91.849998,92.639999,63.883839,4153900
2005-02-25,92.349998,92.800003,92.290001,92.800003,63.994190,4078500
2005-02-28,92.529999,92.760002,92.410004,92.580002,63.842476,4949800
2005-03-01,92.639999,93.430000,92.589996,93.300003,64.338959,3819900
2005-03-02,92.750000,93.730003,92.750000,92.919998,64.076920,4467400
2005-03-03,93.150002,93.209999,92.199997,92.410004,63.725235,4037800
2005-03-04,92.940002,93.180000,92.360001,92.370003,63.697655,4754000
2005-03-07,92.349998,92.510002,91.589996,91.599998,63.166676,7046900
2005-03-08,91.699997,92.559998,91.699997,92.129997,63.532146,5087800
2005-03-09,92.019997,93.000000,92.010002,92.349998,63.683849,4511200
2005-03-10,92.349998,92.800003,92.089996,92.410004,63.725235,3422500
2005-03-11,92.250000,92.410004,91.199997,91.510002,63.104626,4494300
2005-03-14,91.500000,92.040001,91.500000,91.900002,63.373531,3935500
2005-03-15,92.000000,92.269997,91.199997,91.379997,63.014950,3663100
2005-03-16,90.739998,91.400002,90.250000,90.650002,62.511570,5065300
2005-03-17,90.489998,90.680000,89.699997,89.860001,61.966789,5562100
2005-03-18,89.860001,89.900002,89.089996,89.279999,61.566814,7541500
2005-03-21,89.419998,90.279999,89.269997,89.510002,61.725433,4402400
2005-03-22,89.610001,90.339996,89.260002,89.500000,61.718521,4452500
2005-03-23,89.970001,91.169998,89.820000,90.519997,62.421906,5472100
2005-03-24,90.800003,91.550003,90.699997,90.699997,62.546047,4577100
2005-03-28,90.709999,91.629997,90.620003,91.040001,62.780495,4088900
2005-03-29,90.739998,91.070000,90.180000,90.599998,62.477074,6070400
2005-03-30,90.320000,90.879997,90.320000,90.680000,62.532261,5253900
2005-03-31,90.459999,91.410004,90.220001,91.379997,63.014950,4418600
2005-04-01,91.489998,91.760002,90.040001,90.440002,62.366756,5721200
2005-04-04,90.080002,90.620003,89.769997,90.320000,62.284004,3737800
2005-04-05,90.230003,90.330002,89.260002,89.570000,61.766804,4568400
2005-04-06,89.050003,89.379997,88.709999,89.000000,61.373722,7836800
2005-04-07,89.000000,89.199997,88.099998,88.440002,60.987560,6355700
2005-04-08,88.279999,88.459999,87.500000,87.599998,60.408295,5179200
2005-04-11,87.349998,87.559998,86.089996,86.199997,59.442879,8296500
2005-04-12,85.900002,86.239998,85.169998,85.750000,59.132553,8429700
2005-04-13,85.760002,85.970001,84.239998,84.570000,58.318832,7090700
2005-04-14,84.510002,85.410004,83.470001,83.639999,57.677505,10421200
2005-04-15,79.000000,79.660004,76.330002,76.699997,52.891739,27906300
2005-04-18,77.150002,77.750000,76.139999,76.650002,52.857254,13255000
2005-04-19,76.980003,77.199997,75.250000,75.480003,52.050430,9259900
2005-04-20,75.480003,75.870003,71.849998,72.010002,49.657558,20366300
